Name,Hierarchy Name,Site ID,Instance Tenant ID,Site Hierarchy ID,Type,Namespace,Country,Address,Latitude,Longitude,ETA Ready
Global,Global,b73390ce-b713-49c1-899b-1605853c321d,5e8e896e4d4add00ca2b6487,b73390ce-b713-49c1-899b-1605853c321d,
San Jose,Global/San Jose,27eb9050-63bf-4832-92a0-95796391a92b,5e8e896e4d4add00ca2b6487,b73390ce-b713-49c1-899b-1605853c321d/27eb9050-63bf-4832-92a0-95796391a92b,area,Location,,,,,
SJC-20,Global/San Jose/SJC-20,c323fba3-b7f4-462a-9867-f2eb865ece19,5e8e896e4d4add00ca2b6487,b73390ce-b713-49c1-899b-1605853c321d/27eb9050-63bf-4832-92a0-95796391a92b/c323fba3-b7f4-462a-9867-f2eb865ece19,ETA,truebuilding,Location,United States,725 Alder Drive, Milpitas, California 95035, United States,37.416,-121.916,UMBRELLA,
